title,id,file_description,unit,year,tag,file_key,file_size,file_checksum,file_link
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MS,hourly,1998,MS,emissions-hourly-1998-ms.csv,48216035,md5:86494e55a94858bee0c92bfb68ef41fd,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ms.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in CO,hourly,1998,CO,emissions-hourly-1998-co.csv,65630885,md5:638f8a507121a8af9039aadcd7ae2006,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-co.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in OH,hourly,1998,OH,emissions-hourly-1998-oh.csv,210253705,md5:1640cc3bc11740e647b8484971f13c46,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-oh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in ME,hourly,1998,ME,emissions-hourly-1998-me.csv,13097569,md5:5a281805bfb3f9fbf9ab4e7cc7a6d6c8,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-me.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in PA,hourly,1998,PA,emissions-hourly-1998-pa.csv,197038490,md5:e101a15d2dbe5499212e67f6d695ec33,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-pa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in LA,hourly,1998,LA,emissions-hourly-1998-la.csv,100734140,md5:90332b523ee82706dfbd1ea7ca71f4ed,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-la.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in IL,hourly,1998,IL,emissions-hourly-1998-il.csv,166605430,md5:11f7f8a2bee6bcfadc816ebb2f2e72f6,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-il.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in TN,hourly,1998,TN,emissions-hourly-1998-tn.csv,78684710,md5:af1eafb55ce4733c06b6bae38aa2e1f0,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-tn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in NY,hourly,1998,NY,emissions-hourly-1998-ny.csv,186713320,md5:ecde6b37dfdb637a2ec65cf1f2c27a81,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ny.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in ID,hourly,1998,ID,emissions-hourly-1998-id.csv,3321454,md5:32b8a163ebf260256a91bd9d390e928d,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-id.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in IA,hourly,1998,IA,emissions-hourly-1998-ia.csv,79850778,md5:dc2e658488f9befdca9a626641f9e04c,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ia.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in AZ,hourly,1998,AZ,emissions-hourly-1998-az.csv,59122346,md5:ebeed9dc5c302bb7ab8569f5ec3ec9d1,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-az.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in NE,hourly,1998,NE,emissions-hourly-1998-ne.csv,34212725,md5:304006514ac52daaf14460c135cdaa3f,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ne.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in NC,hourly,1998,NC,emissions-hourly-1998-nc.csv,136053359,md5:bfbd5fbcc3290b0a5691b28b90aa4017,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-nc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MN,hourly,1998,MN,emissions-hourly-1998-mn.csv,65741452,md5:43aecccd080b28fa95940adcf43957d7,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-mn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MI,hourly,1998,MI,emissions-hourly-1998-mi.csv,150716716,md5:0e92fdc4be3ed7ba61433435f55399dc,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-mi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MT,hourly,1998,MT,emissions-hourly-1998-mt.csv,14456555,md5:73fd7309b0142c6d79dd18e47393ebc3,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-mt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in CA,hourly,1998,CA,emissions-hourly-1998-ca.csv,174220576,md5:431808cfa0fa3de464e3b08c5e032bbf,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ca.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MO,hourly,1998,MO,emissions-hourly-1998-mo.csv,82396569,md5:f51556b0d20343dabcb94dd89e1c0ae1,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-mo.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in MA,hourly,1998,MA,emissions-hourly-1998-ma.csv,65316253,md5:d8d49306e7b89c4c1a658550658f32ea,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ma.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in AR,hourly,1998,AR,emissions-hourly-1998-ar.csv,26672373,md5:720d008308b8b78fe6a68ff83d567ab9,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ar.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in DE,hourly,1998,DE,emissions-hourly-1998-de.csv,26915807,md5:2bba48af0be39a67eede1b2b08b52117,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-de.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in FL,hourly,1998,FL,emissions-hourly-1998-fl.csv,265142797,md5:e32707bd3a46f2a8462a7217664beb7f,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-fl.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in DC,hourly,1998,DC,emissions-hourly-1998-dc.csv,2488902,md5:396031f2c3373fa5981bb78dc76f5f02,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-dc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in CT,hourly,1998,CT,emissions-hourly-1998-ct.csv,35056132,md5:7049d8dab958017d4f6623e1e5454328,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-ct.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 1998 by state,15053070,Hourly emissions for 1998 in AL,hourly,1998,AL,emissions-hourly-1998-al.csv,118330202,md5:1dd7ef4df93fa0636559aee568b7b69f,https://zenodo.org/api/records/15053070/files/emissions-hourly-1998-al.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in PA,hourly,2019,PA,mats-hourly-2019-pa.csv,30277563,md5:6c7fe0275a8a9b0993c6fe11b789776b,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-pa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MD,hourly,2019,MD,mats-hourly-2019-md.csv,22165091,md5:e751e84f690083fdbc1069ab1eca6d12,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-md.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MS,hourly,2019,MS,mats-hourly-2019-ms.csv,8381269,md5:88d623b0e3368a8ee14c1756065506bd,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ms.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in OK,hourly,2019,OK,mats-hourly-2019-ok.csv,13026072,md5:7dc56aab912c79a60b7f722510ff8dbc,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ok.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in KY,hourly,2019,KY,mats-hourly-2019-ky.csv,80503386,md5:bfdb27d032bdd151c17a8b98a96417d0,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ky.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NC,hourly,2019,NC,mats-hourly-2019-nc.csv,56266387,md5:df397390ec5706741deb5b043656b6c7,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-nc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MT,hourly,2019,MT,mats-hourly-2019-mt.csv,13608226,md5:f2fe90b1b859a2ff8ff2502f0406d329,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-mt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in WY,hourly,2019,WY,mats-hourly-2019-wy.csv,40552166,md5:c2b1a9d8bc71cbb1a5770bbd2acd4b69,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-wy.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in TN,hourly,2019,TN,mats-hourly-2019-tn.csv,30282857,md5:51a9c7042abba5c461f2e0ab3d74d6d2,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-tn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in AR,hourly,2019,AR,mats-hourly-2019-ar.csv,17291080,md5:336511841124ec83d8e66a52bcd36fa2,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ar.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NM,hourly,2019,NM,mats-hourly-2019-nm.csv,10027457,md5:50e88bc65bc549985f9cdaaba4960862,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-nm.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in CO,hourly,2019,CO,mats-hourly-2019-co.csv,18116856,md5:6665a53936e36f3d73894be7c81f28b1,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-co.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in SD,hourly,2019,SD,mats-hourly-2019-sd.csv,2215941,md5:ed01f9448c21df8f6dad86e0f584fede,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-sd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in PR,hourly,2019,PR,mats-hourly-2019-pr.csv,4303077,md5:cfb239874376b6fa68cd772e77477cf7,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-pr.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MI,hourly,2019,MI,mats-hourly-2019-mi.csv,41695767,md5:12bd95eca86e7eceee204d982878103a,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-mi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in LA,hourly,2019,LA,mats-hourly-2019-la.csv,16282719,md5:f88f0600cb6ad354b3796dd337496d77,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-la.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in WA,hourly,2019,WA,mats-hourly-2019-wa.csv,4310236,md5:6d69e14afc1762b376f47aa5b6af06e7,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-wa.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in TX,hourly,2019,TX,mats-hourly-2019-tx.csv,63483619,md5:a0cbd22f2f777dfcde1dc3cb78f8fc27,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-tx.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NY,hourly,2019,NY,mats-hourly-2019-ny.csv,5307291,md5:2062470f27677459823a2507ecc83255,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ny.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in WV,hourly,2019,WV,mats-hourly-2019-wv.csv,36885528,md5:6b2cde5b08516e294fcc5fec96def25e,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-wv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in OH,hourly,2019,OH,mats-hourly-2019-oh.csv,44216468,md5:9cc16492bd1df1563d66c015e888a791,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-oh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NV,hourly,2019,NV,mats-hourly-2019-nv.csv,6070291,md5:2ed2b3ae88079d6ad464152312019b07,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-nv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MO,hourly,2019,MO,mats-hourly-2019-mo.csv,41641909,md5:6e07a8d498cf72105a321b2760f5f11a,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-mo.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in SC,hourly,2019,SC,mats-hourly-2019-sc.csv,20115909,md5:e031de8a4ab94a85146452c21bbb8317,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-sc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in FL,hourly,2019,FL,mats-hourly-2019-fl.csv,25656716,md5:725b4054ef94edf04be8efdd42224f76,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-fl.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in AZ,hourly,2019,AZ,mats-hourly-2019-az.csv,28833517,md5:a32f0290432e72e4c2cccefc5775e19d,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-az.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in VA,hourly,2019,VA,mats-hourly-2019-va.csv,8470682,md5:5fcdb34aec031461fcbfdcb97da5b1d8,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-va.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NE,hourly,2019,NE,mats-hourly-2019-ne.csv,14559250,md5:62d5ffe48d4b60c4b6be527fe38ca1d1,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ne.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in IA,hourly,2019,IA,mats-hourly-2019-ia.csv,27121316,md5:37e089335cffaf63e2b1a43fe1bbe70e,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ia.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in WI,hourly,2019,WI,mats-hourly-2019-wi.csv,28553145,md5:99c2624c8975225c2d5ca32c28ea61dc,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-wi.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in OR,hourly,2019,OR,mats-hourly-2019-or.csv,2826107,md5:eece6aa7a65b4b320da5722403a324ac,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-or.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in IN,hourly,2019,IN,mats-hourly-2019-in.csv,83561370,md5:6c5cf4564ef288f45c0c1ecce00d55cb,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-in.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in NH,hourly,2019,NH,mats-hourly-2019-nh.csv,7879945,md5:41f70ef240c2ade2b2c136cae44d8182,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-nh.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in ND,hourly,2019,ND,mats-hourly-2019-nd.csv,26255379,md5:f99aa9ed1e43c43974029c785d0ff155,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-nd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in MN,hourly,2019,MN,mats-hourly-2019-mn.csv,14849706,md5:2019e236e674b1aa5f60e525a3f048bc,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-mn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in IL,hourly,2019,IL,mats-hourly-2019-il.csv,65353003,md5:e2a24a6801e081f9d1e13f91c4047501,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-il.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in GA,hourly,2019,GA,mats-hourly-2019-ga.csv,31269123,md5:1964489c09a505d30266ae9c38873864,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ga.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in AK,hourly,2019,AK,mats-hourly-2019-ak.csv,2075278,md5:ea4ac85b7bc21b1b83f0f46ca9a9694c,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ak.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in KS,hourly,2019,KS,mats-hourly-2019-ks.csv,17092964,md5:9343f9ea64e55a82c966ef1974407c52,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-ks.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in DE,hourly,2019,DE,mats-hourly-2019-de.csv,2269565,md5:3f51e6b4f2fde4f47ad2116fa91fd43c,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-de.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2019 by state,15053081,Hourly emissions for 2019 in AL,hourly,2019,AL,mats-hourly-2019-al.csv,23142340,md5:6136b0db5f2739e5fb42410860458a05,https://zenodo.org/api/records/15053081/files/mats-hourly-2019-al.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in LA,hourly,2020,LA,mats-hourly-2020-la.csv,15640082,md5:979b8778e487b90b1dca332c576826cf,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-la.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in VA,hourly,2020,VA,mats-hourly-2020-va.csv,8873181,md5:cf1cc6c27619ecf6fc89d6a52e5ae1cd,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-va.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in IA,hourly,2020,IA,mats-hourly-2020-ia.csv,26517121,md5:c6404feddaaf49c5f09a81b3f1df9a04,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ia.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in SD,hourly,2020,SD,mats-hourly-2020-sd.csv,2129047,md5:ddf36a11f5cdb7a3b67b432021e2d99b,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-sd.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in PR,hourly,2020,PR,mats-hourly-2020-pr.csv,4284942,md5:e3e807bcf1b8d2704f020b3833d874c1,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-pr.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in NY,hourly,2020,NY,mats-hourly-2020-ny.csv,588295,md5:a015e18faf5e2d356f6225afc24bb55a,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ny.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in MN,hourly,2020,MN,mats-hourly-2020-mn.csv,14227883,md5:c3a6e9e75d9e14f64f8da53f19a11ac4,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-mn.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in DE,hourly,2020,DE,mats-hourly-2020-de.csv,1162518,md5:dbca29418ba72d165cd85f2e2179c983,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-de.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in NC,hourly,2020,NC,mats-hourly-2020-nc.csv,48218705,md5:de90bc9cfd3e510ec9eeb8da45b29368,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-nc.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in MT,hourly,2020,MT,mats-hourly-2020-mt.csv,10400457,md5:227e9990e4f32e972f41e527ae64e9f1,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-mt.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in KY,hourly,2020,KY,mats-hourly-2020-ky.csv,72515904,md5:9f1b5a76445d8db61fa2a27cc957f1b8,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ky.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in WY,hourly,2020,WY,mats-hourly-2020-wy.csv,39781311,md5:e1630cefa4e8c3811a81217d3368f118,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-wy.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in GA,hourly,2020,GA,mats-hourly-2020-ga.csv,20454327,md5:f9f7e3854a699e434aeeb0281a39cc25,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ga.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in FL,hourly,2020,FL,mats-hourly-2020-fl.csv,21736834,md5:f70bbe1fced7759bb21f24e2083466b2,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-fl.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in AR,hourly,2020,AR,mats-hourly-2020-ar.csv,16323536,md5:a18d775afc50c4859e8f7115c86ae1b1,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ar.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in KS,hourly,2020,KS,mats-hourly-2020-ks.csv,17204558,md5:6fd89f520ce4092e90643a4e48668638,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-ks.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in AL,hourly,2020,AL,mats-hourly-2020-al.csv,21013332,md5:e05ff97da1e8ff80624a20359561c8c9,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-al.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in IL,hourly,2020,IL,mats-hourly-2020-il.csv,52866294,md5:d0bc7eebd81fb02be229d1a2438be133,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-il.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in NV,hourly,2020,NV,mats-hourly-2020-nv.csv,5874921,md5:b691261e9f1973446f01d344881a37fa,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-nv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in NM,hourly,2020,NM,mats-hourly-2020-nm.csv,9473031,md5:5a1f613644f8dadd384c1f6c4c9ab4b0,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-nm.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in WV,hourly,2020,WV,mats-hourly-2020-wv.csv,36677850,md5:ee2153a2a6adf5a8ecff86d7af6c0058,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-wv.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in OR,hourly,2020,OR,mats-hourly-2020-or.csv,2095839,md5:c76d05d3654c69d83d07fedb9ccadb0a,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-or.csv/content
EPA CAMPD (Clean Air Markets Program Data) emission data: Hourly emissions for 2020 by state,15053092,Hourly emissions for 2020 in NH,hourly,2020,NH,mats-hourly-2020-nh.csv,5413552,md5:de4543f34034c852ce6494ce2d19677c,https://zenodo.org/api/records/15053092/files/mats-hourly-2020-nh.csv/content
